,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1800,2008,903205085,30,RL,98.0,8731,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645.0,Unf,0.0,270.0,915.0,GasA,TA,Y,SBrkr,1167,0,0,1167,0.0,0.0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,1972.0,Unf,2.0,495.0,TA,TA,Y,0,0,216,0,126,0,,,,0,5,2007,WD ,Normal,144000
865,970,923201100,20,RL,75.0,12518,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,TA,TA,CBlock,TA,TA,No,ALQ,532.0,Unf,0.0,476.0,1008.0,GasA,Gd,Y,SBrkr,1008,0,0,1008,0.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1968.0,Unf,1.0,384.0,TA,TA,Y,144,0,0,0,0,0,,MnPrv,,0,4,2009,WD ,Normal,139500
2610,2902,921205030,20,RL,88.0,11443,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460.0,Unf,0.0,408.0,1868.0,GasA,Ex,Y,SBrkr,2028,0,0,2028,1.0,0.0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,326,66,0,0,0,0,,,,0,3,2006,New,Partial,369900
1698,1896,534425015,20,RL,,22002,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,Gd,Y,SBrkr,1652,0,0,1652,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2.0,510.0,TA,TA,Y,0,0,0,0,201,0,,,,0,7,2007,WD ,Normal,200000
619,695,902103120,90,RM,57.0,10307,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,LwQ,633.0,Unf,0.0,339.0,972.0,GasA,Gd,N,FuseA,972,972,0,1944,1.0,0.0,2,0,4,2,TA,12,Typ,0,,Detchd,1920.0,Unf,2.0,324.0,Fa,TA,N,0,28,169,0,0,0,,,,0,6,2009,WD ,Normal,103500
322,362,527164090,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,702,779,0,1481,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2.0,343.0,TA,TA,Y,0,36,0,0,0,0,,,,0,3,2009,WD ,Normal,174000
808,906,909129090,50,RH,70.0,6300,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,832.0,Unf,0.0,0.0,832.0,GasA,TA,Y,SBrkr,832,436,0,1268,0.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,0,0,55,0,0,0,,,,0,7,2009,WD ,Abnorml,160000
2556,2846,909131125,190,RH,,7082,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Gd,Y,SBrkr,948,980,0,1928,0.0,0.0,2,0,5,2,TA,10,Typ,0,,,,,0.0,0.0,,,N,0,0,228,0,0,0,,,,0,7,2006,WD ,Normal,160000
2355,2627,535454060,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal,93500
274,311,914475090,80,RL,74.0,9620,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,679.0,Unf,0.0,564.0,1243.0,GasA,TA,Y,SBrkr,1285,0,0,1285,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,TA,Y,375,26,0,0,0,0,,GdPrv,Shed,80,5,2010,WD ,Normal,190000
472,531,528488100,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,811.0,1221.0,GasA,Ex,Y,SBrkr,1221,0,0,1221,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0,113,0,0,0,0,,,,0,10,2009,WD ,Normal,185000
2400,2677,903231190,50,RM,,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,FuseA,896,448,0,1344,0.0,0.0,1,0,3,1,TA,7,Typ,0,,Detchd,1936.0,Unf,1.0,240.0,Fa,TA,Y,200,114,0,0,0,0,,,,0,4,2006,WD ,Normal,115000
1546,1731,528218100,60,RL,58.0,13204,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,850,0,1458,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,BuiltIn,2007.0,Fin,2.0,454.0,TA,TA,Y,100,33,0,0,0,0,,,,0,5,2007,New,Partial,168165
222,254,906402200,60,RL,90.0,12376,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470.0,Unf,0.0,203.0,1673.0,GasA,Gd,Y,SBrkr,1699,1523,0,3222,1.0,0.0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990.0,Unf,3.0,594.0,TA,TA,Y,367,0,0,0,0,0,,,,0,5,2010,WD ,Normal,320000
1329,1483,907425015,120,RM,,4426,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,149,0,0,0,0,0,,,,0,5,2008,WD ,Normal,141000
2456,2738,905427030,75,RL,60.0,19800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,425.0,Unf,0.0,1411.0,1836.0,GasA,Gd,Y,SBrkr,1836,1836,0,3672,0.0,0.0,3,1,5,1,Gd,7,Typ,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,684,80,32,0,0,0,,,,0,12,2006,WD ,Normal,415000
564,634,535154130,20,RL,66.0,9240,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,708.0,Unf,0.0,280.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1959.0,Unf,1.0,297.0,TA,TA,Y,156,0,0,0,0,0,,,,0,6,2009,WD ,Normal,149500
1862,2075,905376090,20,RL,,17541,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,Gd,Mn,BLQ,300.0,Unf,0.0,109.0,409.0,GasA,Ex,Y,SBrkr,1325,0,0,1325,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Detchd,1996.0,Unf,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,,,,0,7,2007,WD ,Normal,216000
592,664,535383070,50,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315.0,Rec,105.0,420.0,840.0,GasA,Ex,Y,SBrkr,840,534,0,1374,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1967.0,Fin,1.0,338.0,TA,TA,Y,0,0,198,0,0,0,,,,0,10,2009,WD ,Normal,105000
458,517,528456240,20,FV,75.0,7862,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1191.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0,102,0,0,0,0,,,,0,9,2009,New,Partial,208300
1305,1454,907250020,20,RL,75.0,9742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1777.0,1777.0,GasA,Ex,Y,SBrkr,1795,0,0,1795,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,534.0,TA,TA,Y,171,159,0,0,0,0,,,,0,9,2008,WD ,Normal,230000
2137,2386,528116030,20,RL,98.0,16033,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261.0,Unf,0.0,572.0,1833.0,GasA,Ex,Y,SBrkr,1850,0,0,1850,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3.0,772.0,TA,TA,Y,519,112,0,0,0,0,,,,0,3,2006,WD ,Normal,326000
955,1066,528170070,60,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,998.0,GasA,Ex,Y,SBrkr,1006,1040,0,2046,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,3.0,871.0,TA,TA,Y,320,62,0,0,0,0,,,,0,8,2008,WD ,Normal,284000
547,613,534429150,80,RL,85.0,11475,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,TA,TA,Gd,ALQ,568.0,Unf,0.0,640.0,1208.0,GasA,Ex,Y,SBrkr,1576,0,0,1576,1.0,0.0,1,0,4,1,Gd,7,Typ,1,Po,BuiltIn,1961.0,Fin,2.0,368.0,TA,TA,Y,85,0,0,0,0,0,,,,0,9,2009,WD ,Normal,174500
1876,2089,905480180,20,RL,60.0,9060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1957.0,RFn,1.0,252.0,TA,TA,Y,116,0,0,180,0,0,,MnPrv,,0,6,2007,WD ,Normal,120000
57,66,528386040,50,RL,56.0,14720,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,GasA,Ex,Y,SBrkr,2053,1185,0,3238,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3.0,666.0,TA,TA,Y,283,86,0,0,0,0,,,,0,3,2010,WD ,Normal,410000
2447,2729,905300010,85,RL,72.0,10820,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,Rec,159.0,88.0,782.0,GasA,Ex,Y,SBrkr,810,0,0,810,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2006,WD ,Normal,130000
823,923,909277090,20,RL,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,480.0,1273.0,GasA,Ex,Y,SBrkr,1273,0,0,1273,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1960.0,Unf,1.0,307.0,TA,TA,Y,483,0,0,0,115,0,,MnPrv,,0,6,2009,WD ,Normal,155000
698,784,905377010,20,RL,,17140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,Y,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,RFn,1.0,284.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD ,Normal,135000
795,892,908154040,20,RL,86.0,13286,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,0,,,,0,2,2009,WD ,Normal,320000
1157,1287,902103150,50,RM,57.0,9184,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,948,375,0,1323,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1948.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,122600
1878,2091,906201022,20,RL,114.0,10357,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.0,Unf,0.0,172.0,910.0,GasA,Gd,Y,SBrkr,1442,0,0,1442,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2.0,719.0,TA,TA,Y,0,244,0,0,0,0,,,,0,5,2007,WD ,Normal,179900
1334,1489,908102260,20,RL,75.0,9937,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,Gd,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,Fin,1.0,276.0,TA,TA,Y,736,68,0,0,0,0,,,,0,6,2008,WD ,Normal,147500
1016,1130,528488140,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,902.0,Unf,0.0,316.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,2.0,462.0,TA,TA,Y,168,168,0,0,0,0,,,,0,4,2008,New,Partial,230348
1996,2224,909428180,20,RL,,25485,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,423.0,TA,Fa,CBlock,TA,Gd,Mn,LwQ,540.0,Rec,1020.0,0.0,1560.0,GasA,TA,Y,SBrkr,1560,0,0,1560,0.0,0.0,1,1,3,1,TA,6,Typ,3,TA,Attchd,1960.0,RFn,2.0,580.0,TA,TA,Y,0,75,584,0,0,0,,,,0,5,2007,WD ,Normal,201000
1750,1950,535379060,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,656.0,656.0,GasA,TA,Y,SBrkr,968,0,0,968,0.0,0.0,2,0,4,1,TA,5,Typ,0,,Detchd,1928.0,Unf,1.0,216.0,Fa,Fa,Y,0,0,0,0,0,0,,,,0,8,2007,WD ,Normal,64500
282,319,916386090,60,RL,92.0,12003,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,0,1968,0.0,0.0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3.0,680.0,TA,TA,Y,0,75,0,0,0,0,,,,0,5,2010,New,Partial,269500
1694,1892,534401200,80,RL,80.0,9200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,TA,CBlock,TA,TA,Gd,GLQ,494.0,Unf,0.0,548.0,1042.0,GasA,TA,Y,SBrkr,1042,0,0,1042,0.0,0.0,2,0,3,1,TA,5,Typ,0,,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,192,0,0,0,0,0,,GdPrv,,0,5,2007,WD ,Normal,161000
2179,2432,528235050,60,RL,,7861,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457.0,Unf,0.0,326.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,393.0,TA,TA,Y,100,75,0,0,0,0,,,,0,6,2006,WD ,Normal,183200
2081,2322,527108090,60,RL,168.0,23257,Pave,,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,887,1134,0,2021,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,RFn,2.0,422.0,TA,TA,Y,0,100,0,0,0,0,,,,0,9,2006,New,Partial,274725
2276,2540,534226060,20,RL,71.0,9230,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,1,1,1,Gd,6,Typ,0,,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,0,64,0,0,0,0,,MnPrv,,0,10,2006,WD ,Normal,146000
214,244,905478190,20,RL,60.0,11100,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,930,0,0,930,0.0,0.0,1,0,2,1,Gd,6,Typ,0,,Detchd,1946.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD ,Abnorml,84900
2513,2801,907290020,60,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975.0,Unf,0.0,133.0,1108.0,GasA,Ex,Y,SBrkr,1108,989,0,2097,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2.0,583.0,TA,TA,Y,253,170,0,0,0,0,,,,0,6,2006,WD ,Normal,274300
128,152,535304060,190,RL,70.0,13587,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,Unf,0.0,456.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD ,Abnorml,119000
454,512,528439060,20,RL,76.0,9139,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,379.0,Unf,0.0,1043.0,1422.0,GasA,Ex,Y,SBrkr,1432,0,0,1432,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,2.0,492.0,TA,TA,Y,297,50,0,0,0,0,,,,0,9,2009,WD ,Normal,245000
1892,2107,906380160,20,RL,74.0,8556,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1240.0,1240.0,GasA,Ex,Y,SBrkr,1240,0,0,1240,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,140,93,0,0,0,0,,,,0,5,2007,WD ,Normal,194000
2634,2928,923400125,85,RL,62.0,10441,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1992,1992,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,337.0,Unf,0.0,575.0,912.0,GasA,TA,Y,SBrkr,970,0,0,970,0.0,1.0,1,0,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,Y,80,32,0,0,0,0,,MnPrv,Shed,700,7,2006,WD ,Normal,132000
1027,1143,531384030,60,RL,43.0,14565,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,Unf,0.0,295.0,832.0,GasA,Ex,Y,SBrkr,832,825,0,1657,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,144,74,0,0,0,0,,,Shed,2000,11,2008,WD ,Normal,189000
